Process,Embedding,KMeans,Agglo_or_MBK,DBSCAN,GMM
rinse,"[0.13695979118347168, 0.2151496410369873, -0.6260526180267334, 0.5483431220054626, 0.6251500248908997, -0.33202314376831055, 0.122381292283535, 0.4392128884792328, -0.15325573086738586, 0.18797382712364197, 0.3964335322380066, 0.047785889357328415, 0.004637032747268677, 0.3464983403682709, 0.4514884352684021, 0.0436040535569191, -0.2654842138290405, 0.02228875458240509, -0.33236995339393616, -0.21966136991977692, -0.2065049260854721, 0.3784397840499878, -0.2263369858264923, -0.5346220135688782, -0.02770879864692688, 0.4745473861694336, 0.12763722240924835, 0.32716691493988037, -0.6852421760559082, -0.7100656032562256, 0.1858220249414444, -0.42979925870895386, 0.5160937905311584, 0.39782291650772095, 0.029154084622859955, -0.18712875247001648, -0.0010096621699631214, 0.2180892527103424, 0.0663718432188034, -0.21563668549060822, 0.11656823754310608, -0.12145515531301498, -0.1903996616601944, -0.030279716476798058, 0.3638266623020172, 0.384637713432312, -0.17252060770988464, -0.07067718356847763, -0.0402769111096859, 0.13237321376800537, 0.12241318821907043, -0.05802019312977791, 0.42385756969451904, 0.22385773062705994, -0.20446813106536865, -0.26920732855796814, 0.789852499961853, -0.19359387457370758, -0.6246262788772583, 0.020308418199419975, 0.5587179064750671, 0.368192583322525, 0.7407260537147522, -0.11668621003627777, -0.07768477499485016, 0.384133517742157, 0.0019254267681390047, 0.26860085129737854, -0.8040062189102173, 0.3485264480113983, -0.07105609029531479, 0.031146438792347908, 0.3058415651321411, 0.054189831018447876, 0.29809120297431946, -0.012348954565823078, -0.31747475266456604, -0.012130582705140114, -0.24789074063301086, -0.7952999472618103, -0.31047379970550537, 0.3183675706386566, -0.16401407122612, 0.2950786054134369, -0.11356209963560104, 0.019506962969899178, -0.6189659833908081, 0.12047868221998215, 0.22359168529510498, -0.2639879584312439, 0.010475212708115578, 0.5593380331993103, -0.4510648846626282, 0.19931091368198395, -0.28245869278907776, -0.01502691488713026, 0.23522548377513885, -0.011918315663933754, -0.7660404443740845, 0.42111310362815857]",5,1,-1,5
rise,"[0.20117045938968658, -0.11943959444761276, -0.10769441723823547, 0.21987691521644592, -0.12367779016494751, -0.5668655633926392, 0.7672431468963623, 0.15861861407756805, -0.1418546438217163, 0.19088561832904816, -0.2390994280576706, -0.9125750064849854, -0.06329464167356491, -0.3298757076263428, 0.12272949516773224, -0.5343854427337646, -0.11230549216270447, 0.12081950902938843, -0.49230703711509705, -0.5011770725250244, -0.3838145434856415, 0.17295028269290924, 0.3248869478702545, -0.24074675142765045, 0.38347482681274414, -0.01785614900290966, -0.5272096991539001, -0.11859264969825745, 0.11637838184833527, 0.5933033227920532, 0.6065203547477722, 0.011899859644472599, -0.5929827094078064, -0.09918756783008575, 0.08153867721557617, 0.419080525636673, 0.25121167302131653, 0.6231458187103271, 0.14748680591583252, -0.1741713136434555, 0.1676490306854248, -0.7895346879959106, -0.11227429658174515, 0.7857009172439575, 0.021479357033967972, 0.6113669872283936, 0.3644157648086548, -0.009677437134087086, 0.04716178774833679, 0.12512727081775665, -0.36732611060142517, 0.38146349787712097, 0.9757619500160217, -0.3041008412837982, -0.3226728141307831, 0.5946124196052551, 0.17080004513263702, 0.5320965051651001, 0.08736633509397507, 0.5086637139320374, 0.23342512547969818, 0.22567473351955414, -0.33282047510147095, 0.6595059037208557, -0.5124709010124207, 0.07568696141242981, 0.10089492052793503, 0.6074959635734558, -1.2422270774841309, 0.4588809907436371, -0.26254379749298096, 0.13168293237686157, 0.8152467608451843, -0.7069146633148193, 0.70609450340271, -0.22077210247516632, -0.29360857605934143, -0.10763073712587357, -0.02853262424468994, 0.11584080755710602, -0.03297538310289383, -0.46586230397224426, -0.6923086643218994, -0.11926101893186569, 0.2360534369945526, -0.22740726172924042, -0.5924229621887207, 0.815985918045044, -0.4872778654098511, -0.5175424814224243, 0.4061436355113983, 0.06249082088470459, -0.22769971191883087, 0.4288211166858673, 0.5855929851531982, 0.0666448250412941, 0.4641667902469635, -0.3292080760002136, -0.3361242413520813, -0.11270317435264587]",3,4,-1,3
rising,"[0.015472516417503357, -0.007541959639638662, 0.0603845939040184, 0.4300435483455658, -0.05236287787556648, -0.18756486475467682, 0.23602789640426636, 0.369352787733078, -0.9026005268096924, -0.012032547034323215, -0.0415240079164505, -0.20290574431419373, 0.4850725531578064, -0.43184277415275574, 0.16950209438800812, -0.640764594078064, 0.19140399992465973, -0.08669588714838028, -0.5267037749290466, 0.07414650917053223, 0.32332757115364075, -0.09668999910354614, 0.6973533630371094, -1.0273274183273315, 0.03139965236186981, -0.3880327343940735, -0.5754944682121277, -0.07411228865385056, -0.25831496715545654, 0.2102234810590744, 0.10103276371955872, 0.3219824731349945, -0.043487630784511566, -0.19731904566287994, -0.13050806522369385, -0.16721466183662415, 0.3120267391204834, 0.11954421550035477, -0.2476576715707779, -0.1756240427494049, 0.1121896430850029, -0.39108091592788696, 0.18083688616752625, -0.14532792568206787, 0.04692640155553818, 0.013956624083220959, -0.22265499830245972, -0.1309971809387207, -0.6386152505874634, 0.6565222144126892, 0.28709176182746887, -0.24659904837608337, 0.6014922857284546, -0.40215474367141724, 0.1137712374329567, 0.6354010105133057, -0.16109824180603027, -0.21388933062553406, 0.05789957568049431, -0.37058842182159424, 0.3135601282119751, -0.26024842262268066, -0.4568852186203003, 0.2914372682571411, -0.2758026421070099, 0.3008895218372345, 0.47894588112831116, 0.574492335319519, -0.661605954170227, -0.14240029454231262, -0.19323156774044037, 0.11757209897041321, 0.8497710227966309, 0.06070670858025551, -0.10969038307666779, -0.2872905433177948, -0.4489855170249939, -0.555924117565155, 0.08740941435098648, 0.5581467151641846, 0.041495878249406815, -0.6615455150604248, -0.7388346791267395, -0.003532695583999157, 0.10086112469434738, -0.34512853622436523, -0.1373053640127182, 0.5636526942253113, -0.168980211019516, -0.846294641494751, 0.10313866287469864, -0.3998585045337677, -0.12109588831663132, -0.01956532523036003, 0.5218331217765808, 0.09816248714923859, 0.2268768697977066, -0.08364615589380264, -0.2327972948551178, -0.14480166137218475]",3,4,-1,3
roast,"[0.016916979104280472, -0.09540634602308273, -0.570539116859436, 0.04094250872731209, -0.3301374316215515, -0.004100806079804897, 0.2246786653995514, -0.06246127933263779, 0.017999058589339256, -0.5995285511016846, 0.06601975858211517, -0.022165505215525627, 1.0436427593231201, 0.20693515241146088, -0.49587613344192505, -0.13509532809257507, 0.38348230719566345, -0.25873324275016785, -0.2055019587278366, 0.12217877805233002, -0.03412356972694397, 0.026000304147601128, -0.32794588804244995, 0.051127929240465164, 0.4318923354148865, 0.6511417627334595, -0.2250160127878189, 0.2702468931674957, -0.2490592896938324, 0.33550137281417847, 0.05233415588736534, -0.08770673722028732, 0.06165590509772301, 0.09592443704605103, -0.5130411982536316, 0.13444767892360687, -0.1800432950258255, -0.20131465792655945, 0.25202676653862, -0.39875516295433044, -0.5773763060569763, -0.3966059982776642, -0.21279552578926086, 0.0430934801697731, 0.23163025081157684, 0.28680500388145447, 0.26899346709251404, -0.06378769874572754, 0.4793007969856262, -0.14213992655277252, 0.20563803613185883, -0.10506969690322876, -0.20867305994033813, -0.04583515226840973, -0.00858288910239935, 0.22856558859348297, 0.2669861912727356, 0.3066794276237488, 0.003953720908612013, -0.6579408645629883, -0.25613686442375183, -0.0024258974008262157, 0.27387815713882446, -0.0475330725312233, -0.42260289192199707, -0.05813141167163849, -0.2161894589662552, 0.4241124093532562, -0.10059558600187302, -0.12947030365467072, -0.25188830494880676, -0.1246027797460556, 0.47156956791877747, -0.11112897843122482, 0.31493836641311646, -0.07295427471399307, 0.4752321243286133, 0.28754329681396484, -0.3309687674045563, -0.27868157625198364, 0.24025821685791016, 0.6208711266517639, -0.3562012016773224, 0.17171630263328552, 0.4112881124019623, -0.24820955097675323, -0.561614990234375, 0.3162161707878113, -0.00967639684677124, -0.02999301254749298, -0.13566309213638306, 0.12900906801223755, -0.017169589176774025, 0.3671354353427887, 0.0032090137246996164, 0.04146430641412735, 0.336667537689209, -0.05523815378546715, -0.0770588144659996, 0.17033687233924866]",4,0,-1,4
roll,"[0.5916666388511658, -0.1727014034986496, -0.16238249838352203, -0.32597458362579346, -0.41376474499702454, -0.38770896196365356, 0.06016327813267708, 0.43065035343170166, 0.29684460163116455, -0.037121452391147614, -0.1873272955417633, -0.557829737663269, -0.22979074716567993, -0.5451288819313049, -0.13427764177322388, 0.13551212847232819, 0.3597467243671417, 0.059754617512226105, -0.07507035881280899, -0.3434026837348938, 0.12239323556423187, 0.5415838956832886, 0.0781567394733429, -0.37609928846359253, 0.07222867757081985, 0.15577802062034607, -0.0205770842730999, -0.03345619514584541, -0.00796185526996851, -0.07250966876745224, 0.3752160668373108, 0.17235489189624786, 0.5767492055892944, -0.18216511607170105, 0.18801738321781158, -0.16918055713176727, 0.0036033769138157368, 0.39519500732421875, 0.19060584902763367, -0.30235162377357483, 0.3223976790904999, -0.632020890712738, 0.06167427450418472, 0.2948586940765381, 0.6921970248222351, -0.29497718811035156, 0.14091046154499054, -0.0744989737868309, -0.1550404280424118, 0.3332251310348511, -0.1983797252178192, -0.5447217226028442, 0.2977882921695709, 0.2918626666069031, -0.21251383423805237, 0.20191214978694916, 0.024490516632795334, 0.013705819845199585, 0.16291053593158722, 0.12154281139373779, 0.024859631434082985, 0.06870857626199722, 0.12949685752391815, 0.5565939545631409, -0.2588569223880768, 0.014789816923439503, 0.6417263150215149, -0.3434678018093109, -0.3752702474594116, -0.029035264626145363, -0.3604850172996521, 0.21984270215034485, 0.3268060088157654, 0.0007770691881887615, -0.06668407469987869, -0.059645455330610275, 0.5491342544555664, 0.05785807967185974, 0.10156303644180298, 0.6906601190567017, 0.19846124947071075, 0.0485043004155159, -0.3711165189743042, 0.38898417353630066, 0.3590174615383148, 0.14097043871879578, -0.19778510928153992, 0.0774717926979065, 0.18141311407089233, -0.013899723999202251, -0.0646735355257988, -0.14655807614326477, 0.9849475622177124, 0.2397414743900299, 0.3685222268104553, -0.07162462174892426, 0.37212949991226196, 0.21282045543193817, -0.5312978625297546, 0.086451455950737]",3,6,-1,3
rotate,"[-0.009100598283112049, 0.05361407995223999, 0.2647407650947571, -0.010400195606052876, -0.2504890561103821, -0.5158383846282959, 0.13362859189510345, 0.7345861792564392, -0.3044986128807068, -0.6096036434173584, -0.5716859698295593, -0.07145600765943527, 0.12904129922389984, 0.27577072381973267, 0.05491910129785538, -0.35272669792175293, 0.23439083993434906, -0.2498990148305893, -0.4341437518596649, -0.410899817943573, -0.4287986755371094, -0.14702552556991577, -1.007577657699585, -0.05266623571515083, 0.23123224079608917, 0.22566717863082886, -0.9243838787078857, 0.1150645986199379, 0.07924295961856842, 0.4104551672935486, 0.5411434769630432, 0.20975951850414276, -0.8084568381309509, -0.14699238538742065, -0.6893264651298523, -0.06659962981939316, 0.12902356684207916, 0.20276004076004028, -0.2999325394630432, -0.07807841151952744, -0.3142937123775482, -0.17760759592056274, -0.0339483842253685, -0.4231279492378235, -0.14281120896339417, -0.465728759765625, 0.3361354172229767, -0.02781253680586815, -0.2154260277748108, -0.36236387491226196, -0.039448678493499756, -0.06549757719039917, -0.07323598116636276, -0.0052666799165308475, -0.41732287406921387, -0.1371694952249527, 0.3230263888835907, 0.33550819754600525, 0.0747663751244545, -0.4876656234264374, 0.1677083820104599, -0.2018779069185257, 0.015357431955635548, 0.1703365594148636, -0.5381121635437012, -0.3564707934856415, -0.11392530798912048, -0.3285236656665802, -0.7510473132133484, 0.418020635843277, -0.43520620465278625, 0.046791188418865204, 0.5142943859100342, 0.4384336471557617, 0.7287350296974182, 0.029957445338368416, -0.22261980175971985, 0.28645142912864685, -0.10508738458156586, -0.00514844199642539, 0.04291293025016785, 0.04906098172068596, -0.5921329855918884, 0.06455180794000626, -0.13634812831878662, -0.11211935430765152, -0.5055774450302124, 0.2959413528442383, -0.36869537830352783, -0.14101985096931458, -0.4842385947704315, -0.06751038134098053, 0.3458007872104645, 0.10287746042013168, 0.42138394713401794, 0.13408556580543518, 0.23267073929309845, -0.10710637271404266, 0.6630135178565979, -0.14013193547725677]",4,0,-1,4
roux,"[-0.24436132609844208, 0.5753161311149597, -0.015664592385292053, 0.47831493616104126, 0.23824532330036163, -0.048210252076387405, -0.018458746373653412, 0.3407950699329376, -0.02936333231627941, 0.3046729862689972, 0.22152946889400482, 0.5759449601173401, 0.4858228862285614, -0.015975970774888992, -0.3615497946739197, 0.3440353572368622, -0.4435335695743561, -0.4091401696205139, -0.09506286680698395, -0.46080392599105835, -0.11947911232709885, 0.030842889100313187, -0.22923396527767181, 0.19843730330467224, 0.4201023578643799, 0.14491412043571472, -0.0224952083081007, 0.0698128193616867, -0.49183374643325806, 0.7095778584480286, -0.024678362533450127, -0.6985018253326416, 0.6216440796852112, 0.0712442472577095, -0.08359687030315399, -0.423543244600296, -0.08113349974155426, 0.07244767248630524, -0.23535235226154327, -0.9051644802093506, -0.09239299595355988, 0.417508989572525, -0.012647636234760284, -0.04998615011572838, -0.5124452114105225, 0.5197056531906128, -0.1731288582086563, -0.26222601532936096, -0.10157258063554764, 0.25351980328559875, 0.33528104424476624, 0.37467247247695923, -0.24555614590644836, 0.38606688380241394, -0.8756774663925171, 0.13596977293491364, 0.13431614637374878, 0.2259196788072586, 0.177276149392128, 0.08372917026281357, -0.07462708652019501, -0.26138556003570557, -0.29833123087882996, -0.06614277511835098, -0.6862626075744629, -0.06217636168003082, 0.18803486227989197, 0.0030031725764274597, -0.24186518788337708, 0.08210767805576324, -0.45252081751823425, -0.33933278918266296, 0.4419420063495636, 0.37727805972099304, 0.28652840852737427, -0.8537355065345764, -0.194880411028862, -0.20706307888031006, -0.746141791343689, 1.2455812692642212, 0.4013628661632538, -0.04308876767754555, -0.9116488099098206, -0.05747350677847862, 0.12342669814825058, -0.6068363785743713, -0.1096736490726471, -0.06571648269891739, 0.06756438314914703, -0.7896569967269897, 0.5194122791290283, -0.14499340951442719, 0.0548628531396389, -0.7874446511268616, -0.11845313757658005, -0.5148550271987915, 0.1642233282327652, -0.4231290817260742, 0.30091193318367004, -0.48309066891670227]",0,0,-1,0
rub,"[-0.05701661482453346, -0.3224692642688751, -0.5759731531143188, 0.4882357120513916, -0.2880551815032959, -0.5845978260040283, -0.321666955947876, 0.2088167816400528, 0.14102208614349365, 0.05460576340556145, -0.2775295376777649, -0.4850457012653351, 0.5855199098587036, -0.2044750601053238, -0.3811376988887787, 0.0134072070941329, 0.3235572874546051, 0.3391924202442169, -0.6115854978561401, -0.31831011176109314, 0.45121467113494873, 0.47206613421440125, -0.22345824539661407, -0.3024841248989105, -0.35839352011680603, 0.36613866686820984, 0.15241128206253052, 0.4104047417640686, -0.3008791506290436, 0.10781151056289673, -0.0543084591627121, -0.0806005522608757, 0.3723587095737457, 0.3186068534851074, -0.10393951088190079, -0.15332235395908356, -0.20266874134540558, -0.03837400674819946, 0.4702812433242798, -0.17971418797969818, -0.17486895620822906, -0.1554913967847824, -0.20037490129470825, -0.1974845975637436, 0.4325218200683594, -0.1952991485595703, 0.043552327901124954, -0.35826659202575684, 0.15370704233646393, -0.3758111894130707, -0.3632899224758148, -0.234999418258667, 0.08783092349767685, -0.2449064999818802, -0.41404563188552856, -0.09360136091709137, 0.44058993458747864, 0.25268927216529846, -0.1036553829908371, -0.49133700132369995, 0.6008051633834839, -0.14981462061405182, -0.2007972151041031, -0.39033791422843933, -0.44904589653015137, -0.16383104026317596, 0.10729891806840897, 0.13919305801391602, -0.13279597461223602, 0.6415910720825195, -0.1664893478155136, -0.041052382439374924, 0.4260581135749817, 0.44515207409858704, -0.27655717730522156, -0.6101723909378052, 0.45806053280830383, 0.08599886298179626, 0.1727922558784485, -0.37198588252067566, 0.1406490057706833, 0.7352717518806458, -0.5494603514671326, -0.252196341753006, 0.09867072850465775, -0.19514906406402588, -0.17312023043632507, 0.10338470339775085, 0.6639131903648376, -0.18368905782699585, -0.27404284477233887, 0.22350339591503143, 0.2895052433013916, 0.7695659399032593, -0.15608511865139008, 0.11053013056516647, 0.5854981541633606, 0.23206833004951477, -0.39400172233581543, 0.11969736963510513]",6,3,-1,6
saute,"[-0.020331356674432755, 0.1662938892841339, -0.6497052907943726, 0.2734367549419403, -0.008339600637555122, 0.058265771716833115, -0.29970481991767883, 0.42206665873527527, 0.0066754319705069065, -0.1410863846540451, 0.3844931423664093, 0.09663165360689163, 0.3742961585521698, 0.38522854447364807, 0.0234360508620739, 0.29088065028190613, -0.10405316948890686, -0.6479436755180359, -0.10894972831010818, 0.2284025400876999, -0.22180727124214172, 0.07343753427267075, -0.6090410947799683, 0.11418516933917999, 0.04493072256445885, 0.2673949897289276, 0.28655940294265747, -0.24671895802021027, -0.43406155705451965, 0.256879061460495, -0.05246366560459137, -0.4685368835926056, 0.18797725439071655, 0.17987219989299774, -0.30335763096809387, -0.1094752699136734, -0.6923130750656128, 0.2615238428115845, 0.5146502256393433, -0.4998423755168915, -0.4558890759944916, -0.024697216227650642, 0.3357291519641876, -0.13878518342971802, -0.6254147291183472, 0.08645731955766678, 0.15507376194000244, 0.152836874127388, -0.35339081287384033, -0.09448730200529099, 0.27297085523605347, 0.013512824662029743, 0.15041443705558777, 0.3248971104621887, 0.03172604367136955, 0.448898583650589, 0.3289385139942169, 0.4161413609981537, -0.09124753624200821, -0.5755627751350403, 0.14715731143951416, -0.06818430125713348, 0.4728173017501831, 0.22000184655189514, -0.42091771960258484, 0.10803941637277603, 0.24682404100894928, -0.24493491649627686, -0.09507368505001068, 0.061594158411026, 0.27819833159446716, -0.5737795233726501, 0.4447071850299835, -0.27056407928466797, 0.4649682343006134, -0.3643079400062561, -0.08501989394426346, -0.21099255979061127, -0.4128173887729645, 0.3663509786128998, 0.06695214658975601, 0.4893462657928467, -0.5245380401611328, 0.27654045820236206, 0.3858236074447632, 0.03324311971664429, -0.24428588151931763, -0.16402104496955872, -0.2637249529361725, -0.3457548916339874, 0.01045253500342369, 0.032504089176654816, 0.4704377055168152, -0.13369645178318024, 0.4666852355003357, 0.09247304499149323, 0.5620314478874207, 0.36088645458221436, -0.5891610383987427, 0.2369457632303238]",1,0,-1,1
save,"[0.04158182069659233, 0.4342949688434601, -0.6589395999908447, 0.14081180095672607, -0.053266651928424835, -0.1340099424123764, -0.31572291254997253, 0.5310037732124329, -0.37070736289024353, -0.5861736536026001, 0.25455600023269653, 0.21895217895507812, 0.02967224456369877, 0.9059383273124695, 0.24358177185058594, 0.3189934194087982, 0.3120611608028412, 0.017998119816184044, -0.027455130591988564, -0.036367665976285934, 0.1782158762216568, 0.15454179048538208, -0.13167718052864075, 0.24969036877155304, -0.36222198605537415, -0.1759854257106781, -0.19726543128490448, 0.27921977639198303, -0.06679622828960419, 0.019328178837895393, 0.2561729848384857, 0.01253318041563034, 0.2021166831254959, -0.276821494102478, 0.00530510488897562, -0.07662543654441833, -0.4110308885574341, -0.22104431688785553, 0.0951974019408226, -0.003276808187365532, -0.3342742621898651, 0.05684633180499077, 0.06319642066955566, -0.31480467319488525, 0.008194323629140854, 0.026199938729405403, -0.08804607391357422, 0.06762856245040894, -0.050800178200006485, 0.2359085977077484, 0.16931134462356567, -0.4193068742752075, 0.4397824704647064, 0.09154542535543442, 0.33378323912620544, 0.41998544335365295, 0.09492576122283936, -0.0051647573709487915, -0.02526956982910633, 0.17976930737495422, 0.022811533883213997, 0.4834778904914856, -0.00134471885394305, -0.11240993440151215, -0.2748468220233917, 0.3854844868183136, 0.6824756860733032, -0.42062050104141235, -0.596259593963623, 0.1538415104150772, 0.05631579831242561, -0.23735277354717255, 0.5952064394950867, 0.04169198125600815, 0.3779376745223999, -0.16629955172538757, 0.043383922427892685, 0.1524716466665268, 0.20793193578720093, -0.13333961367607117, -0.020525198429822922, 0.04695965349674225, -0.2334611564874649, -0.04040167108178139, -0.031553518027067184, -0.350088894367218, 0.05399246886372566, 0.17907658219337463, 0.09971415996551514, -0.09798930585384369, -0.05259457603096962, 0.71644526720047, 0.2451178878545761, 0.03076877072453499, -0.16237106919288635, -0.3867034614086151, 0.13708412647247314, -0.02937658317387104, 0.05036325752735138, 0.1146382987499237]",5,7,-1,5
scald,"[-0.21528470516204834, 0.02912968024611473, -0.3165270686149597, 0.41957616806030273, 0.7567230463027954, -0.22093896567821503, 0.3212766945362091, 0.7460896372795105, -0.015147690661251545, -0.1191694438457489, -0.34334784746170044, -0.27385395765304565, 0.17144572734832764, -0.06429894268512726, 0.21529671549797058, 0.037918444722890854, -0.5062907934188843, -0.18381068110466003, -0.36473721265792847, -0.10930094867944717, -0.1638927161693573, -0.11795962601900101, 0.03949914872646332, -0.3109729588031769, 0.2742275595664978, -0.10330227762460709, -0.5807068347930908, 0.27352386713027954, 0.16557835042476654, -0.15505041182041168, 0.21301065385341644, 0.12576645612716675, 0.47701236605644226, 0.36765676736831665, 0.13409672677516937, -0.002004697686061263, 0.0468575656414032, -0.30008530616760254, -0.3794960081577301, 0.021749647334218025, -0.3578833341598511, -0.014489920809864998, 0.07888655364513397, -0.21367247402668, -0.3882046341896057, 0.1888154298067093, 0.023012103512883186, -0.13304291665554047, -0.001374969258904457, 0.3547593355178833, 0.1450626105070114, 0.12951591610908508, 0.3987921178340912, 0.1607138067483902, -0.40955889225006104, 0.5514839291572571, 0.18485890328884125, 0.21384385228157043, 0.19033393263816833, -0.6943885087966919, -0.4556121230125427, 0.19828815758228302, -0.5414064526557922, -0.1848919540643692, -0.06370145827531815, 0.3827902376651764, 0.3133174479007721, 0.1463957130908966, 0.030547257512807846, 0.3628380596637726, -0.07773710787296295, 0.37461164593696594, 0.6649612188339233, 0.003974016755819321, 0.196083202958107, -0.4427943825721741, 0.39279991388320923, -0.21032924950122833, -0.29398077726364136, -0.12202513217926025, -0.02368384413421154, 0.3605524003505707, -0.5439236760139465, -0.46196871995925903, 0.22406984865665436, -0.22577795386314392, 0.03788186237215996, 0.04998280480504036, 0.03838108852505684, -0.6597655415534973, -0.03803101181983948, 0.4502504765987396, 0.16800503432750702, 0.23202833533287048, -0.24885506927967072, 0.2652541697025299, -0.07818296551704407, -0.1294802874326706, -0.059287481009960175, -0.21796000003814697]",0,2,-1,0
scatter,"[0.6479077935218811, -0.09704834967851639, -0.6471373438835144, 0.07117775082588196, -0.11750688403844833, 0.02244945615530014, -0.07798842340707779, -0.21291951835155487, 0.6794629693031311, -0.4724825918674469, -0.13917659223079681, -0.019816147163510323, 0.10557103902101517, 0.4166824519634247, 0.4498395025730133, 0.20780277252197266, 0.19049178063869476, -0.09190207719802856, 0.06444069743156433, -0.4559892416000366, 0.020314304158091545, 0.33731070160865784, -0.4141453504562378, -0.1274067759513855, 0.10308610647916794, 0.3279317617416382, -0.5463941097259521, 0.3784565031528473, 0.8927082419395447, -0.19589489698410034, 0.3665180206298828, 0.08527128398418427, 0.462718665599823, 0.4044937193393707, -0.20901012420654297, 0.02078818529844284, -0.3100094497203827, 0.05385627597570419, 0.35438966751098633, -0.05167314037680626, -0.1488679051399231, 0.16362465918064117, -0.09536737203598022, -0.12736953794956207, -0.024693887680768967, 0.16878469288349152, 0.08468644320964813, -0.28763461112976074, 0.3926561176776886, -0.11436546593904495, 0.11571397632360458, -0.17641374468803406, -0.4385055601596832, 0.4476965069770813, -0.0660279244184494, 0.6192318201065063, 0.06991665065288544, 0.05980411544442177, -0.0887029767036438, -0.4386082887649536, 0.18107053637504578, -0.3028937876224518, 0.23907040059566498, 0.4365721642971039, -0.292561411857605, -0.25081679224967957, -0.11344476044178009, 0.03477897122502327, -0.5001291632652283, 0.5602099895477295, -0.04026097431778908, 0.11847424507141113, 0.3465539515018463, -0.22753122448921204, -0.37057924270629883, -0.44598624110221863, 0.23909525573253632, 0.08575822412967682, 0.35719695687294006, -0.08757346868515015, 0.20651280879974365, 0.7285798788070679, -0.12980636954307556, 0.7296842336654663, 0.04758921265602112, 0.19495226442813873, 0.40954259037971497, -0.08212689310312271, 0.03303784132003784, 0.025979846715927124, 0.24536868929862976, -0.2858612537384033, 0.12817583978176117, 0.5411958694458008, -0.08540017157793045, 0.15260876715183258, 0.4143470525741577, 0.33699631690979004, 0.12399677187204361, 0.06372275203466415]",2,5,-1,2
scoop,"[-0.06313572824001312, 0.424730509519577, -0.5681887865066528, 0.1293901652097702, -0.09512768685817719, -0.04256763681769371, 0.09938709437847137, -0.03204190731048584, 0.307100385427475, 0.19491486251354218, -0.4074938893318176, 0.026285843923687935, -0.0374789759516716, 0.5667659640312195, -0.15133261680603027, 0.0363602489233017, 0.5011714696884155, -0.5208138823509216, -0.12491666525602341, -0.3458169996738434, 0.15503816306591034, 0.39058631658554077, 0.6717628836631775, 0.11045639961957932, 0.3332318663597107, -0.5289290547370911, -0.2054705172777176, 0.11759168654680252, -0.13755400478839874, -0.6016822457313538, 0.30947816371917725, -0.028109855949878693, 0.41769638657569885, 0.031404633074998856, -0.09501132369041443, -0.30084291100502014, -0.10268404334783554, 0.41672617197036743, 0.46301931142807007, 0.40809598565101624, 0.10203640908002853, -0.3831765353679657, 0.30723482370376587, 0.13279704749584198, -0.019409790635108948, 0.23887589573860168, 0.08170827478170395, -0.29227501153945923, 0.01871790923178196, 0.16384448111057281, 0.2744296193122864, -0.2520497739315033, -0.2200247049331665, 0.4198552966117859, 0.129853293299675, -0.40551620721817017, 0.03281133994460106, 0.3086651563644409, -0.08273011445999146, 0.2459847778081894, 0.35959392786026, 0.23407791554927826, 0.11433915048837662, 0.8318451642990112, 0.057321786880493164, 0.3897589445114136, 0.46847718954086304, -0.42275142669677734, -0.30240899324417114, 0.4993935823440552, 0.1617574542760849, -0.35394150018692017, 0.2242647409439087, -0.31151366233825684, 0.08692558109760284, -0.17848099768161774, -0.12665843963623047, 0.8155568242073059, 0.726979672908783, -0.05913255736231804, -0.23551185429096222, 0.28192371129989624, -0.42777323722839355, 0.10216458886861801, -0.06455783545970917, -0.11661415547132492, 0.10838062316179276, 0.5359348058700562, 0.09606138616800308, -0.3829387426376343, -0.34519970417022705, -0.09132157266139984, -0.055953141301870346, 0.535656213760376, 0.020684394985437393, -0.10739906132221222, 0.29786571860313416, -0.39153245091438293, -0.019611261785030365, 0.07052954286336899]",5,7,-1,5
